,5132_kneaddata_Abundance,5145_kneaddata_Abundance,5188_kneaddata_Abundance,5210_kneaddata_Abundance,5401_kneaddata_Abundance,5406_kneaddata_Abundance,5409_kneaddata_Abundance,5411_kneaddata_Abundance,5414_kneaddata_Abundance,5136_kneaddata_Abundance,5140_kneaddata_Abundance,5141_kneaddata_Abundance,5192_kneaddata_Abundance,5194_kneaddata_Abundance,5403_kneaddata_Abundance,5404_kneaddata_Abundance,193_kneaddata_Abundance,179_kneaddata_Abundance,180_kneaddata_Abundance,181_kneaddata_Abundance,183_kneaddata_Abundance,184_kneaddata_Abundance,189_kneaddata_Abundance,190_kneaddata_Abundance,176_kneaddata_Abundance,185_kneaddata_Abundance,981_kneaddata_Abundance,984_kneaddata_Abundance
ENSMUSG00000020844,3.16697878,2.688741973,3.103429218,3.740513763,3.747603926,2.426820244,2.850498496,3.494738929,2.725686554,3.849542704,3.908580119,3.309637988,3.023401221,3.783301618,2.845582481,3.032925881,3.332803348,3.284892127,3.136796101,3.276694532,3.716634256,3.759281286,3.647130506,3.269318162,3.807411341,3.155522545,2.538681286,2.622540512
ENSMUSG00000020846,4.026801122,4.168734915,3.354967985,4.143869457,3.51627838,4.352819662,3.999361882,4.567495272,4.708408563,4.212112783,4.186881281,4.22037065,3.857391269,3.958388325,4.181185513,3.943658543,3.043296731,4.04673239,4.501792918,4.213500705,4.408511961,4.932929374,4.47940306,3.269318162,4.844886046,4.246670433,3.580501462,3.866466095
ENSMUSG00000020848,4.751941281,4.59056158,4.641849132,4.340906304,3.747603926,2.767857161,4.209579589,3.766040951,4.399458322,4.553149701,4.796934763,4.447141512,4.477119188,3.783301618,3.407461369,4.003779535,4.55519577,5.331185779,3.820322436,4.337236074,5.326049801,4.114376245,4.629428504,4.782130877,5.58185164,3.386848092,4.381955783,4.64139954
ENSMUSG00000020849,10.07342403,9.781220951,10.15146191,9.831394504,9.909342347,10.01428525,9.949445995,9.945665738,9.856440958,10.09366865,10.04180433,9.929637818,10.16561929,9.754659748,9.996780274,9.792614369,9.747328436,10.07930799,9.710328539,9.806961512,10.1190451,10.06136225,9.914830723,9.76156218,9.853721645,9.764460319,9.960498613,9.842727885
ENSMUSG00000020850,5.863302389,5.640486805,5.91078414,5.946188789,5.592629266,5.777317491,6.00641664,5.91288234,6.081561981,5.662774192,6.061350399,5.904186538,6.046733725,5.817789995,5.871117573,5.904769529,5.895739543,5.816612606,5.867189041,5.46029447,5.52926412,5.984068223,5.996937633,5.763515199,5.813725115,5.729992672,5.852097881,5.842218549
ENSMUSG00000020857,2.318981873,3.485208579,3.465999297,2.245749071,1.314644519,3.729383014,3.684488545,3.029075357,2.725686554,4.448180141,4.620777808,4.023333803,3.454035575,3.687086303,3.311246053,3.032925881,4.55519577,3.80572429,4.114769795,4.030054564,2.679159551,3.542469897,3.57498072,4.598266685,4.794700289,3.989512594,2.843535868,3.419007118
ENSMUSG00000020859,7.464659328,7.338659916,7.292312377,7.609684692,7.456240798,7.67221449,7.324116021,7.414835064,7.324890978,7.293906874,7.328405857,7.185418051,7.237931524,7.364380685,6.949120085,7.541354533,7.137032169,7.273082825,7.304290276,7.045256971,7.254599277,7.464873492,7.119301236,6.874662163,7.027089377,7.307917622,7.530703229,7.448754462
ENSMUSG00000020863,8.886811224,8.859721191,8.781232739,9.061277924,8.974283706,8.822568572,8.768843245,8.842551184,8.718152882,8.766019348,8.854833147,8.81933383,8.901785389,8.778932019,8.626942195,8.833049234,8.554024275,8.633235409,8.626704864,8.772206971,8.833178161,8.741346272,8.708485233,8.698852482,8.61747555,8.537347594,8.84675258,8.757237025
ENSMUSG00000020864,6.439997274,6.605721387,6.647749734,6.961243135,6.893583232,7.031682302,6.798611754,6.760879246,6.772160984,7.133887616,6.577992941,6.704700788,6.808178295,6.823458745,6.57738637,6.697408721,6.892035574,6.732873725,6.619878988,6.97713425,6.911012301,7.358156094,7.087240027,6.470186871,6.69219775,6.836531734,7.05484479,6.909888375
ENSMUSG00000020866,5.257581329,5.600685797,5.556601846,5.752101737,5.958500709,5.575212083,5.992272457,5.755699007,5.552537652,4.828784144,5.296505772,5.460197665,5.883543557,5.699470028,6.267046249,6.06854979,5.601292184,5.63169489,5.893301882,5.754741829,5.172699024,5.571421271,5.508747022,5.917390707,5.458337104,6.049813104,5.370081682,5.650737404
ENSMUSG00000020868,4.244981292,4.113239802,4.492471508,3.430173642,4.350268429,4.402572697,4.349304353,4.364678389,4.264106469,4.077811692,4.420080457,3.951184017,4.565928455,4.320958404,4.862655994,3.880922787,4.628259232,4.433755513,4.432251985,4.522450946,4.539756494,4.060936986,3.333972621,4.354709653,4.31437133,4.654328402,4.680037136,4.564437558
ENSMUSG00000020869,5.098591805,5.335632223,5.086151226,5.294112092,5.058805615,5.206430175,5.292720825,5.323258461,4.991580614,4.553149701,4.657772015,5.005631801,5.186339792,5.095891849,5.082621678,5.047281174,5.13389928,5.269124811,5.190434065,4.655206155,5.397016322,5.366439533,4.976079029,4.782130877,5.007944328,4.89874713,5.321583165,4.784003935
ENSMUSG00000020873,6.324980614,6.077439081,6.094816087,6.11723433,6.111657497,6.185265565,6.166140328,5.875162674,6.081561981,6.187865237,6.266880603,6.133387348,6.234548885,5.794889593,6.174364247,6.040121382,6.201298565,6.454817128,6.19568979,6.023928461,5.931077924,6.184765573,6.141327543,6.375290531,6.318817235,5.811869679,5.951064332,6.081972131
ENSMUSG00000020876,4.244981292,4.463182273,3.755505914,3.644298447,4.418981179,4.0745185,3.818789636,4.469647948,4.441893588,3.764653806,4.026416609,4.596519136,4.477119188,4.320958404,4.234624772,4.319807028,4.396933686,4.253183267,3.925291996,4.414198055,4.264122051,4.63679728,3.715843256,4.387499588,4.083045783,4.186549441,4.517307635,4.257256048
ENSMUSG00000020882,6.336903781,6.512276823,5.968499638,6.043705295,5.93523093,6.359133436,6.286938472,6.537624742,6.614139902,6.204075464,6.141893826,6.331117715,6.654657374,6.406534136,6.797560966,6.360613245,6.349105161,6.509523021,6.74703801,6.728612097,6.534519846,6.404478894,6.190445309,6.552011094,6.509796703,6.239290903,6.264999636,6.45676204
ENSMUSG00000020883,5.153558264,5.429499147,5.425357313,5.444528935,5.367755856,5.414747411,5.315621227,5.456936897,5.019869659,5.024040435,5.174170229,5.380027316,5.214084783,5.597289633,5.572206131,5.487101774,5.448280566,5.390686791,5.441130136,5.615017065,4.970390848,5.127432398,5.255362786,5.605253115,5.07255341,4.935741338,5.346036208,5.514164351
ENSMUSG00000020886,7.403613124,7.778436362,7.29982643,7.497123886,7.085473565,7.284801239,7.586679804,7.148510588,7.515763485,7.805068075,7.718125922,7.617066513,7.210645699,7.573939145,7.122150042,7.699682473,7.997493042,8.016358741,8.090992411,8.206755976,7.603659546,7.248895911,7.730447669,8.163248568,8.120453472,8.23001309,7.492877597,7.506469959
ENSMUSG00000020888,4.715872026,4.463182273,4.733479608,4.401027296,5.221535115,4.542297461,4.802669971,4.191346786,4.841163772,4.987046228,4.69384127,4.596519136,5.007633905,4.711748357,4.862655994,5.018426311,5.158773949,4.738610094,4.937892033,4.888878501,5.172699024,5.344243787,4.220315839,4.922993413,4.661021854,4.464850604,5.296708496,5.142797324
ENSMUSG00000020889,5.974333702,6.033271497,5.218906435,5.752101737,5.622073044,5.638870721,5.79454209,5.836430279,5.817184909,5.540438649,6.088700887,5.941906204,5.158050748,6.086493151,5.613136395,6.215618178,5.865838057,5.941239261,6.075395556,5.986615303,5.931077924,5.298800816,5.638306656,5.519096471,6.362538612,6.115776367,5.296708496,5.775492435
ENSMUSG00000020891,3.456485397,3.726216679,2.959039308,1.593672374,3.240643938,3.474125958,2.850498496,2.096189553,4.005794473,3.849542704,4.081911722,3.058099221,2.40672986,3.58399281,2.976827014,3.943658543,3.242605539,3.890613188,3.449953986,3.35686488,3.640685403,2.976872721,3.418861518,3.466355009,3.332073331,3.917362808,3.206105947,3.929201851
ENSMUSG00000020892,4.715872026,4.113239802,4.068663799,3.830711572,3.385033847,3.805331867,4.349304353,4.063022689,4.114728845,4.077811692,4.13535098,4.023333803,3.857391269,4.711748357,4.793115061,3.880922787,4.592189977,4.315919023,4.778902509,3.702000366,4.264122051,4.060936986,3.781431598,4.215546906,3.259923545,3.676354709,4.559742902,4.155972712
ENSMUSG00000020893,6.048715898,5.771731338,5.086151226,5.631807503,5.592629266,5.617961731,5.172426591,5.206613543,5.410184729,4.987046228,5.702719421,5.941906204,5.418702502,6.067510047,5.766148013,5.528621043,5.299636484,5.63169489,6.267327664,5.136096202,5.81493633,5.998352449,4.918935121,5.187890563,6.309911681,5.998282804,5.708606288,5.429895434
ENSMUSG00000020894,10.4103291,10.28512792,10.32536152,10.35474865,10.26592923,10.52239309,10.51397925,10.44209876,10.2959037,10.34551191,10.25372581,10.45490784,10.44564885,10.4135981,10.38953492,10.34870946,10.35752329,10.54063914,10.36881722,10.50413857,10.48617545,10.51944033,10.4281703,10.25189443,10.21620661,10.4235305,10.29866735,10.42071384
ENSMUSG00000020898,4.678877818,5.208998785,4.383537137,4.278170549,5.332566427,4.669676767,4.896792148,4.976607937,4.52319369,4.949078377,4.729030698,5.323993281,4.689663824,5.272048804,4.928998489,4.896864331,4.974909756,4.990148861,4.631560793,4.888878501,4.77108204,4.310296455,4.518397192,4.967048593,4.86933909,4.654328402,4.718004986,4.784003935
ENSMUSG00000020899,4.342828615,5.040727302,4.641849132,4.808685265,4.969996348,4.542297461,4.666786543,4.519400984,4.708408563,4.870006806,4.923846875,5.04082123,4.649586384,4.978852428,4.896208554,4.655856232,5.082825095,4.827419361,4.467441413,4.805622998,4.735012785,4.355384345,4.732521997,4.922993413,4.688766844,5.201816198,4.754999193,4.944468607
ENSMUSG00000020900,7.987630524,7.922613892,7.980238474,8.154823914,7.98423827,8.037599036,8.148710522,8.260639424,8.062989875,7.77825141,7.835790699,7.833199944,8.090426315,8.055517501,7.951116895,8.198033866,7.557535908,7.764145187,7.780652291,7.839155034,7.842743025,7.790397411,7.759220319,7.603509677,7.953231786,7.634775605,7.806569541,7.811324541
ENSMUSG00000020903,5.377875562,5.452041715,5.629975032,5.606496415,5.592629266,5.679800985,5.466487892,5.713573531,5.493240468,5.708944374,5.771843782,5.631566083,5.370203984,5.238496244,5.572206131,5.400296946,5.386441312,5.475575689,5.639296442,5.784036135,5.397016322,5.409832129,5.655900716,5.775952302,5.458337104,5.041351525,5.439903132,5.385840254
ENSMUSG00000020910,3.270072273,3.650267826,3.755505914,3.541204954,4.037110544,3.27481715,3.753201295,2.724220776,2.725686554,2.9681872,4.186881281,3.058099221,4.114549109,3.472961498,3.582548075,2.089509409,3.332803348,3.619311166,3.707111826,3.639264611,2.82354946,3.618418751,4.070938215,3.584191499,3.400786081,3.761243606,3.206105947,3.660015218
ENSMUSG00000020912,3.838356032,1.610739461,2.170543413,3.915600469,3.946912735,4.0745185,3.999361882,4.418117648,2.977225321,3.764653806,3.398385386,3.309637988,3.023401221,3.58399281,2.701192572,4.221959705,3.332803348,2.668220767,2.847289484,3.702000366,3.075088227,3.377410651,3.147559497,3.041049174,3.529110178,3.5861569,3.495612564,3.660015218
ENSMUSG00000020914,2.935653234,3.298795455,3.354967985,2.873780293,3.636572614,2.607392489,2.719253963,2.337197652,3.088256634,4.212112783,3.968701111,3.4206693,2.892156688,3.783301618,3.945118155,3.343266001,3.842998081,3.153647594,2.950382977,2.395339028,2.954793993,4.005441874,3.333972621,3.693125871,4.124268446,3.989512594,2.974780401,3.129500501
ENSMUSG00000020917,6.225872469,6.228717019,6.716736344,6.68718426,6.359038639,6.612686789,6.63527557,6.619751509,6.686515957,6.854686007,6.625454295,6.61414903,7.035114641,6.451157127,7.03446564,6.481826832,6.50272835,6.69796811,6.427792336,6.351982659,6.513381079,7.029984058,6.817055507,6.43140241,6.636299424,6.776618832,6.665537566,6.77121778
ENSMUSG00000020918,6.160284127,5.98770892,6.02399475,5.797544708,5.93523093,5.937782163,6.12783644,6.152457773,6.17257292,6.014880436,5.976043086,6.049486091,6.274626324,6.312921085,5.871117573,6.025694311,5.788255116,6.092247049,6.226828302,6.351982659,6.096567954,6.067726152,5.926203122,6.076673084,6.024369876,5.944843545,6.087843066,5.905994459
ENSMUSG00000020919,3.456485397,3.932667556,4.068663799,3.178634875,3.850697419,3.649212665,4.108296254,3.494738929,4.061289586,3.764653806,3.968701111,3.710175918,3.785241484,4.320958404,2.540727899,4.455158881,3.645961234,4.253183267,4.114769795,4.030054564,4.264122051,4.522841091,3.647130506,4.101590716,4.124268446,4.186549441,4.333861494,3.929201851
ENSMUSG00000020921,4.342828615,4.979973271,4.939930485,4.668960502,4.875359474,4.786716189,4.866095351,4.469647948,4.483116251,5.349616307,4.657772015,4.774306255,4.649586384,4.557025763,4.82830449,4.221959705,4.310777042,4.692067508,4.778902509,4.297158634,4.45359985,4.808749963,5.159943221,4.56997764,4.241307867,4.413320303,4.860609381,4.351892922
ENSMUSG00000020922,5.400775964,5.155059978,5.556601846,5.415674072,5.367755856,5.34010861,4.95629316,5.294969417,5.127784998,5.686043972,5.666874222,5.380027316,5.394657028,4.711748357,5.111476541,4.864803122,5.427960581,5.331185779,5.405284937,5.478328393,5.373746543,5.127432398,5.387610584,5.738314645,5.375400763,5.074904085,5.109429928,5.534484336
ENSMUSG00000020923,7.209752803,7.504209541,7.387068828,7.233400678,7.488571451,7.405626021,7.307076118,7.050385863,7.385937182,6.854686007,7.362419889,7.09623435,7.231158296,7.267897161,7.772937179,7.30494907,7.460836738,7.069669201,7.425557332,7.520276575,7.5053735,7.347037002,7.014092355,7.494848925,7.303196254,7.037102052,7.268202068,7.13948459
ENSMUSG00000020925,4.434459091,4.168734915,4.439032249,4.458742794,4.875359474,4.352819662,4.257673878,4.418117648,4.441893588,4.5016194,4.620777808,4.688149611,3.991692361,4.114507527,4.561789515,4.27171274,4.396933686,4.433755513,4.39618273,4.747324357,4.580979157,4.482763651,4.59335925,4.061513277,4.083045783,4.246670433,4.065928289,4.207503013
ENSMUSG00000020926,6.105578235,6.148173592,5.850663147,6.11723433,6.250104267,5.814550397,6.153485027,5.94964089,6.05446832,5.639122924,6.102184117,6.066661235,6.077268093,6.160022186,6.228052118,6.025694311,6.063196289,5.63169489,6.257308908,6.302229624,6.206019097,6.107803591,6.051129734,6.325394086,6.388149256,6.568598528,6.116554362,5.967070036
ENSMUSG00000020929,6.66475671,6.544102268,6.647749734,6.61286594,6.780618984,6.714686502,6.398398903,6.549647271,6.623387978,6.481810919,6.742008552,6.492330286,6.165175182,6.753917812,6.317451203,6.481826832,6.839156014,6.522881403,6.909385605,6.75103786,6.712002807,6.477674775,6.570349272,6.772853063,6.835608233,6.626314026,6.665537566,6.762630284
ENSMUSG00000020932,7.273178184,5.679219199,7.166439015,7.476315424,7.512352677,5.462444153,6.451057852,5.112491365,5.322053818,7.79440115,6.935191849,5.784722871,7.579324049,5.238496244,7.49492421,4.27171274,6.921404426,6.245145948,5.311570502,5.647257402,7.228893563,8.282843242,8.233558416,5.738314645,6.810571682,5.550823827,7.653342269,5.669233748
ENSMUSG00000020935,4.678877818,5.099025943,4.860858914,4.852406643,5.058805615,4.628454105,5.403752137,4.826582493,5.101553456,4.448180141,4.657772015,4.815528918,4.803620013,4.711748357,4.643089617,4.832013187,5.082825095,4.692067508,4.750613464,4.522450946,5.172699024,4.114376245,4.828737313,5.29547045,4.482315967,5.1711194,4.791068448,4.603431689
ENSMUSG00000020936,7.594485631,7.593099302,7.307301551,7.590448473,7.226336101,7.620591987,7.708479491,7.466480669,7.753329309,7.683155692,7.786533167,7.78212576,7.541498417,7.432731653,7.630684596,7.510603208,7.790246414,7.846138559,7.923709226,8.019316752,7.913031469,7.790397411,7.80724789,7.924390696,7.764054972,7.853547711,7.481885581,7.662325378
ENSMUSG00000020937,4.140011732,3.195701962,3.354967985,3.995770818,3.51627838,3.163785838,2.850498496,3.590954245,2.420831973,2.627150282,3.563444633,3.875235164,2.892156688,3.077032821,1.912696677,2.912631647,3.573811448,3.284892127,2.615963938,3.35686488,3.289213032,2.420479373,2.681895924,2.865962468,3.018915446,3.155522545,3.206105947,3.419007118
ENSMUSG00000020946,5.611763622,5.735435209,6.162322907,5.728831958,5.40210736,5.796054053,5.245799777,5.875162674,5.252232369,5.686043972,5.648612016,5.784722871,5.999685152,5.487316791,5.968964896,5.646457534,5.448280566,5.065110919,5.592247869,5.663111353,5.797554251,5.66393341,5.926203122,5.458660617,5.409149554,5.400144914,5.65089079,5.669233748
ENSMUSG00000020948,4.193450991,4.222174174,5.120502731,4.808685265,4.484569521,4.929320584,5.639819495,5.011797366,4.841163772,4.870006806,4.37635908,4.548424848,4.975572696,5.304838739,4.519354249,5.103315209,4.697800165,4.433755513,4.600196622,4.861657032,4.660050728,5.047262049,4.976079029,4.854280663,4.278302075,5.074904085,4.641043004,4.882407639
ENSMUSG00000020949,8.268516806,8.268950944,8.423638795,8.110497999,8.194840248,8.65307186,8.238328528,8.464894418,8.381856005,8.383817791,8.369406319,8.474745973,8.321613247,8.354626117,8.346566589,8.257892246,8.13233028,8.43198642,8.194377653,8.288241286,8.622291252,8.247401664,8.185910905,7.887614125,8.099934797,8.043471577,8.477741888,8.186790304
ENSMUSG00000020950,6.626410398,7.014461648,7.254143615,7.174334738,6.672196524,7.039565901,7.284038582,7.083841161,6.959077975,6.454969307,6.467733433,6.840707481,7.231158296,6.921862449,6.779694545,6.939816476,6.921404426,6.65007342,6.928452337,6.938574403,6.565658357,6.371935521,6.668956868,6.827645536,6.501998333,6.826717444,6.501066994,6.779754462
ENSMUSG00000020952,5.488906875,5.824518753,5.72233905,5.946188789,5.592629266,5.596745245,5.584324383,5.507122654,5.452310204,5.590624406,5.754870703,5.608296304,5.597871348,5.623521174,5.551297141,5.665194096,5.689288665,5.170721107,5.272311072,5.366580035,5.57078339,5.627637281,5.527983241,5.750969945,5.668008284,5.665383591,5.296708496,5.890312837
ENSMUSG00000020953,4.678877818,3.298795455,3.56909279,4.936064572,4.547305276,4.628454105,3.941646384,3.494738929,2.856931088,4.650997024,4.13535098,4.447141512,4.172264607,3.472961498,1.912696677,4.116990145,4.82756804,3.009257684,3.046598292,4.376230205,4.660050728,4.840811172,4.355667692,4.178552698,3.95180125,5.231873432,4.990377256,4.102533453
ENSMUSG00000020954,7.088048311,6.845955923,6.963777227,7.019937129,6.941083656,6.819137666,6.854413546,6.851077055,6.907016319,7.116864468,6.809318487,6.880100919,6.799047283,6.994012235,7.129222091,6.985259447,7.006085652,6.885451483,6.539485208,6.97713425,6.919072071,6.980474958,7.061067971,6.722337792,6.937417332,6.786778698,7.155122018,7.000321842
ENSMUSG00000020955,5.846719505,6.267362947,6.472663027,5.681135216,5.981401111,6.199409747,5.873831,6.214186762,5.925826169,6.033142642,6.019327184,6.149597576,5.659710602,5.840332563,5.984646519,5.823697919,6.114957716,5.772557426,5.968918928,6.023928461,6.295418182,6.23388334,6.214391005,5.871768089,6.179092471,5.908084995,5.966918283,6.081972131
ENSMUSG00000020956,4.478180468,4.222174174,3.840394812,4.143869457,3.850697419,4.247850103,4.159826554,4.063022689,4.399458322,3.764653806,4.620777808,3.951184017,4.227759719,4.038558674,3.945118155,4.116990145,3.714673984,4.118882176,4.114769795,3.875331969,4.45359985,4.522841091,3.844167353,4.215546906,4.040610517,3.917362808,4.065928289,3.866466095
ENSMUSG00000020961,4.026801122,4.9486091,4.777200985,4.763597376,4.720636879,4.786716189,4.47668366,4.191346786,4.742760068,4.650997024,5.01220275,4.447141512,4.565928455,4.806385231,4.928998489,4.655856232,5.029876215,4.827419361,4.568135413,4.414198055,4.212591751,4.840811172,4.47940306,5.206386906,4.963206013,5.502325309,4.791068448,4.440702189
ENSMUSG00000020962,5.863302389,5.824518753,5.930280315,6.11723433,5.981401111,6.199409747,6.140717731,6.330244892,6.27000707,6.121139123,6.061350399,5.960402547,5.934467493,6.328951195,6.174364247,5.966498519,5.967889328,5.941239261,6.029039921,5.935314074,5.779960191,6.17222032,6.01067769,5.860133389,5.813725115,5.870365329,5.834922738,6.011237619
ENSMUSG00000020964,7.059549704,7.623208813,7.534479035,7.731761289,7.301055454,7.969078293,7.751102829,7.726870354,7.679882865,7.046689174,7.19634161,7.611225635,7.508267887,7.316945342,7.922906875,7.787813383,7.362550692,7.552493059,7.759513524,7.641266964,7.542367707,7.242909615,7.525592693,7.460588066,7.440087731,7.62914007,7.613609774,7.716687667
ENSMUSG00000020978,6.238639765,6.595632569,6.303568832,6.333211912,6.287337173,6.384115793,6.286938472,6.244088248,6.467795452,6.413746644,6.218177412,6.590594302,6.36402541,6.436435622,6.075316878,6.372063266,6.349105161,6.292711631,6.445548807,6.627191779,6.232131937,6.209533478,6.317484498,6.220105188,6.236616172,6.508477536,6.376030949,6.435308931
ENSMUSG00000020982,7.836257566,7.93066242,7.863396637,7.760732042,7.949818466,8.049360202,7.824788377,7.887056352,7.657549678,7.810372107,7.815470714,7.833199944,7.740630597,7.75688327,7.939094367,7.850549138,7.782264678,7.712614886,7.675484749,7.734251303,7.764387388,7.670638434,7.609250622,7.714282523,7.515617942,7.74309626,7.766368007,7.786123987
ENSMUSG00000020986,6.738520765,6.920594724,6.982574823,6.547868685,6.658052341,7.130954445,6.830762278,6.821633277,7.044175565,6.86491793,7.036985851,6.983194412,7.065893303,6.942847474,7.218136649,6.947490404,6.862056416,6.936255853,6.922124717,7.002279898,7.027421793,6.755081298,6.694719965,7.03847063,6.854104576,6.903423617,6.703883877,6.692025613
ENSMUSG00000020988,3.838356032,2.964376416,3.92056516,2.693208048,3.51627838,3.729383014,3.684488545,3.994309939,3.948078976,3.674455997,3.308187577,3.4206693,3.709292631,4.38369416,3.311246053,3.43346381,3.417692246,3.715526481,3.449953986,3.639264611,3.560515054,3.287212842,3.904288346,3.041049174,3.103804344,3.024278012,3.660671811,3.584066364
ENSMUSG00000020990,4.520615734,3.798366465,4.13737655,4.340906304,4.350268429,4.0745185,3.999361882,3.8462113,3.462652148,3.764653806,3.968701111,4.643061722,4.332729279,4.320958404,4.793115061,4.411437504,3.714673984,4.187594926,3.707111826,4.030054564,4.735012785,4.114376245,4.311946314,4.101590716,3.529110178,3.155522545,4.284108459,4.603431689
ENSMUSG00000020993,6.324980614,6.479733449,6.57529794,6.36374628,6.460321974,6.975256868,6.671232448,6.708220297,6.447111298,6.495046746,6.568310388,6.637325352,6.644497508,6.563814928,6.254164958,6.481826832,6.14015827,6.575111362,6.627677358,6.208107446,6.555353349,6.349824819,6.295203051,6.325394086,6.396586093,6.36667021,6.501066994,6.380237548
ENSMUSG00000020994,7.266959661,7.270537195,7.141564347,7.313794458,7.423168976,7.078350361,7.43807221,7.354434357,7.137500153,7.353254884,7.32265806,7.153621832,7.0885539,7.225710089,7.011685771,7.310910628,6.992312802,7.304361991,6.953488888,7.045256971,7.05694088,7.130678058,7.067655631,7.084193666,6.925806042,6.931168608,7.196052283,7.126157058
ENSMUSG00000021000,6.019421591,6.033271497,5.744534796,5.884349535,6.152587761,5.553352649,5.584324383,5.531575698,5.767997359,5.859811039,6.154891167,5.784722871,5.830756143,5.723923071,5.819587272,6.11016888,6.036602079,5.606820222,5.576217759,5.56526403,5.52926412,5.590404374,5.527983241,6.0966415,5.838707471,6.115776367,5.834922738,5.775492435
ENSMUSG00000021003,4.342828615,4.850205396,4.939930485,4.808685265,4.923453762,4.352819662,4.435460997,4.865576625,4.90322474,4.949078377,4.796934763,4.280491642,4.909230201,4.895194498,4.757045806,4.958925299,4.888322071,5.028116712,4.806647499,5.245443598,5.199416362,4.63679728,4.889491344,5.260494312,4.768937193,5.231873432,4.894161941,4.714463002
ENSMUSG00000021007,6.019421591,6.501510392,6.042028673,5.966226542,6.152587761,6.213416605,6.07512939,5.967674812,6.068078752,5.996384092,6.205740308,6.049486091,5.999685152,5.840332563,5.984646519,6.32570763,6.271402804,6.110058325,6.040769213,5.895604364,5.779960191,5.532688877,5.789424388,6.43140241,6.245984355,6.147660428,6.116554362,6.02566469
ENSMUSG00000021010,5.041447898,4.883757956,4.688391718,5.126167455,5.058805615,5.314345514,5.172426591,5.378224921,4.63714988,5.290115295,5.24880903,5.005631801,4.975572696,5.64928427,5.023120667,5.354853976,5.056593554,5.136369602,4.833868968,4.941827381,5.486514473,5.472567884,5.449449838,4.450924968,5.323249481,4.935741338,5.137718972,4.524360118
ENSMUSG00000021012,5.098591805,5.208998785,5.186845226,4.852406643,4.923453762,4.962873144,5.013437067,5.456936897,5.101553456,4.602902736,5.068236785,4.815528918,5.129195885,5.272048804,5.0531779,5.209248653,5.082825095,4.433755513,5.103629237,4.992901566,5.117732564,4.932929374,4.664617933,4.782130877,4.768937193,5.400144914,5.41700273,4.974525841
ENSMUSG00000021013,4.140011732,4.055524304,4.544001809,4.212582207,4.350268429,4.0745185,4.349304353,3.681152054,4.264106469,3.764653806,3.563444633,3.619978109,3.709292631,4.661995322,4.00785391,4.497594148,4.219146567,3.715526481,3.449953986,3.504963519,3.716634256,3.287212842,3.418861518,3.639686612,3.99688914,4.246670433,4.428498369,4.483137456
ENSMUSG00000021018,5.126336795,4.815853891,5.154055291,4.619207466,4.665141766,4.859779651,4.769880036,4.865576625,4.63714988,4.602902736,4.923846875,4.498671812,5.069694873,4.978852428,5.023120667,4.896864331,4.517227919,4.95115473,4.886817848,5.15863877,5.442459293,4.840811172,4.698969438,4.967048593,5.07255341,4.69804978,4.718004986,4.784003935
ENSMUSG00000021022,5.282455997,4.815853891,4.777200985,4.567677166,4.720636879,4.628454105,4.209579589,4.659125747,4.264106469,4.553149701,4.796934763,4.498671812,4.430576602,4.711748357,4.757045806,4.221959705,4.55519577,5.065110919,4.600196622,4.556802451,4.77108204,4.708055963,4.59335925,4.56997764,4.688766844,4.781707709,4.641043004,4.974525841
ENSMUSG00000021024,6.939568284,6.920594724,7.198951829,6.868466494,6.952718356,7.116119404,6.86996836,7.140583672,6.936995476,7.133887616,6.994236203,6.927876644,7.354707648,7.091200153,7.004011844,6.768448058,6.957294213,7.123273945,6.843946041,6.98346187,6.974263857,7.008973565,6.817055507,6.845456812,6.902299289,6.614954164,7.196052283,6.805065551
ENSMUSG00000021025,7.216222299,5.98770892,6.178717345,6.889605261,7.127142745,6.514283085,5.565341279,6.258809754,5.62798988,6.138112202,6.833771531,6.779523964,5.77596367,5.988976645,6.060595372,6.32570763,6.009508418,6.368660485,5.968918928,5.366580035,6.008660865,7.335831547,6.202467838,5.548390778,6.69219775,5.791831926,7.009639158,5.936855423
ENSMUSG00000021027,6.791469645,6.887897686,7.037541282,6.711129956,6.658052341,6.800700418,7.078480599,6.675676924,6.729973913,6.584445832,6.889266644,6.62578373,6.743013248,6.765743247,6.546022199,7.072064275,6.9784072,6.822026103,6.915769222,6.594494741,6.596138964,6.517891875,6.85563254,6.886180747,6.878403172,6.865580266,6.930998709,6.963327634
ENSMUSG00000021028,4.08451662,3.932667556,3.840394812,3.915600469,4.121999441,3.805331867,4.108296254,3.590954245,4.216012181,3.849542704,4.186881281,4.280491642,3.785241484,4.320958404,3.582548075,3.943658543,4.396933686,3.80572429,3.377804201,4.030054564,3.075088227,3.462299549,3.647130506,3.889046081,3.332073331,4.609240513,4.005807297,4.564437558
ENSMUSG00000021032,3.055947467,4.222174174,2.959039308,3.541204954,4.121999441,3.27481715,2.850498496,3.766040951,3.462652148,2.9681872,3.398385386,3.058099221,2.747766778,4.38369416,3.20815256,3.343266001,3.573811448,2.22076179,4.114769795,3.00539251,3.923085134,3.087904034,2.681895924,4.178552698,3.75588104,4.186549441,2.538681286,3.660015218
