,5132_kneaddata_Abundance,5145_kneaddata_Abundance,5188_kneaddata_Abundance,5210_kneaddata_Abundance,5401_kneaddata_Abundance,5406_kneaddata_Abundance,5409_kneaddata_Abundance,5411_kneaddata_Abundance,5414_kneaddata_Abundance,5136_kneaddata_Abundance,5140_kneaddata_Abundance,5141_kneaddata_Abundance,5192_kneaddata_Abundance,5194_kneaddata_Abundance,5403_kneaddata_Abundance,5404_kneaddata_Abundance,193_kneaddata_Abundance,179_kneaddata_Abundance,180_kneaddata_Abundance,181_kneaddata_Abundance,183_kneaddata_Abundance,184_kneaddata_Abundance,189_kneaddata_Abundance,190_kneaddata_Abundance,176_kneaddata_Abundance,185_kneaddata_Abundance,981_kneaddata_Abundance,984_kneaddata_Abundance
ENSMUSG00000028456,4.951250089,5.496096896,4.641849132,5.262050883,5.015084237,5.314345514,5.445877613,4.786505054,5.101553456,4.870006806,4.503738386,4.596519136,4.649586384,4.937629765,5.572206131,5.307932928,5.002654747,4.738610094,4.432251985,4.967590477,4.906965468,4.932929374,4.947789984,5.071637494,4.844886046,5.10769402,4.123643787,4.817556495
ENSMUSG00000028458,1.871522896,1.900246079,1.881036796,3.034244966,2.452148043,3.474125958,2.233827136,2.337197652,2.977225321,3.11257711,3.563444633,3.795064815,2.200278983,1.63646023,2.701192572,2.636997204,3.497862595,3.405186361,3.707111826,3.504963519,2.131671755,2.239907127,3.147559497,3.693125871,3.702441781,3.386848092,1.910650064,2.46207584
ENSMUSG00000028459,3.697493496,3.570097477,3.665308105,3.830711572,3.946912735,4.0745185,4.108296254,3.766040951,3.948078976,3.578240682,3.845844363,3.309637988,3.785241484,3.687086303,3.738667277,3.943658543,4.171052278,4.253183267,4.114769795,3.504963519,3.788784042,3.824869628,3.647130506,3.889046081,4.083045783,3.761243606,4.1791389,3.232593994
ENSMUSG00000028461,5.55164263,5.538846543,5.930280315,5.580733319,5.367755856,5.485713933,5.657853418,5.482247985,5.767997359,5.290115295,5.533900357,5.295138418,5.488523952,5.64928427,5.819587272,5.840280803,5.654731443,5.703844676,5.893301882,5.854770647,5.962613498,5.590404374,5.757184051,5.67331739,5.775421227,5.452139552,5.631127535,5.554522089
ENSMUSG00000028464,4.678877818,3.298795455,4.265700647,4.340906304,4.875359474,3.377910643,3.28113285,3.681152054,4.061289586,4.987046228,5.148407133,3.795064815,4.172264607,4.711748357,4.335908108,2.636997204,5.488081574,4.376040015,3.136796101,3.276694532,5.060588657,5.409832129,5.940630193,3.584191499,4.715988313,4.123813686,4.926951876,3.503896016
ENSMUSG00000028465,5.743008156,5.824518753,5.629975032,5.819740454,5.332566427,5.937782163,5.546105061,5.69204037,5.590756974,5.81829177,5.684908145,5.978664754,5.81272222,6.086493151,5.801993212,5.701952646,5.850651653,5.880271244,6.086755419,6.072224018,6.124718995,5.940346845,5.882035539,5.686553217,5.980145876,5.643187845,5.885846673,5.514164351
ENSMUSG00000028466,5.423318533,5.260993422,5.425357313,5.656682172,5.015084237,5.178141131,5.621557289,5.482247985,5.493240468,5.259418498,5.47293234,5.536146518,5.294255131,5.304838739,5.323629778,5.354853976,5.343691664,5.300488982,5.60810182,5.582039742,5.650400558,5.609140937,5.387610584,5.632865346,5.392373842,4.821785148,5.611089782,5.142797324
ENSMUSG00000028467,6.225872469,6.202365692,6.094816087,5.70518069,5.734183411,6.254639268,5.963561161,5.931378683,5.984420823,5.797075284,6.075090456,6.066661235,6.274626324,6.28031642,5.984646519,5.904769529,5.995768361,6.277030009,5.827111602,6.023928461,6.096567954,6.120919091,6.39286631,5.632865346,5.991329614,5.574475095,6.212769677,5.936855423
ENSMUSG00000028468,4.601915837,4.707601001,4.593754844,4.458742794,4.121999441,4.247850103,4.555755231,3.922160153,4.310649055,4.212112783,4.620777808,4.33820714,4.332729279,3.958388325,4.430544982,4.221959705,4.438156348,3.970783537,4.432251985,4.451192263,4.735012785,4.114376245,4.172221551,4.56997764,3.99688914,4.562697927,3.943071541,4.155972712
ENSMUSG00000028469,5.79579557,5.127314987,5.556601846,5.415674072,5.760900749,5.34010861,5.121352406,5.236670776,5.074836118,5.290115295,4.829724698,5.235637407,5.488523952,5.018929867,5.023120667,5.354853976,5.299636484,5.028116712,4.778902509,5.136096202,5.52926412,5.074483518,4.889491344,4.782130877,5.093462399,5.400144914,5.245634311,5.22010305
ENSMUSG00000028470,5.180275602,4.9486091,5.218906435,5.195708388,4.720636879,5.149286268,5.657853418,5.294969417,5.533041476,5.488444012,5.296505772,5.141515229,5.26802359,5.42901815,5.139765585,5.259434411,5.207272466,5.136369602,5.368526387,5.694305975,5.669636777,5.178506583,5.449449838,5.224649113,5.358225619,5.13975523,5.39373295,4.944468607
ENSMUSG00000028478,7.695179631,7.864980749,7.502274683,7.737602167,7.859995164,7.741516769,7.738447528,7.956430055,7.662044059,7.836603648,7.765502255,8.047324749,8.017508653,7.797772101,7.85200875,7.452464772,7.786261066,7.893187132,7.964307219,7.887192125,7.892711485,7.858537341,7.811178941,7.932746096,7.834056113,7.76381755,7.75271464,7.751823529
ENSMUSG00000028479,4.342828615,4.883757956,4.492471508,3.915600469,4.547305276,4.247850103,4.926849382,4.519400984,4.809102562,4.392685029,4.893150078,4.855606357,4.728657955,4.711748357,4.720051599,4.170429404,4.396933686,4.738610094,4.39618273,4.686570326,4.539756494,4.561835222,4.732521997,4.626011675,4.482315967,4.359881044,4.860609381,4.603431689
ENSMUSG00000028480,3.366287588,1.900246079,3.354967985,4.071719671,3.080179266,1.979361267,3.081824042,2.096189553,2.240259727,3.243821643,3.211972262,2.913709312,2.587302106,2.916568149,2.976827014,2.781387114,3.645961234,2.461769889,3.221684999,3.276694532,3.186119539,2.976872721,3.499031867,3.338030912,3.259923545,3.155522545,2.843535868,3.018469189
ENSMUSG00000028483,5.126336795,5.127314987,5.340468415,4.894841909,5.259502965,5.027724288,5.121352406,5.011797366,5.101553456,5.06010969,5.148407133,4.643061722,5.158050748,5.168955311,5.023120667,5.719986569,4.917765849,4.692067508,5.081086669,4.91559584,4.939026677,4.808749963,4.918935121,5.329618672,4.893384564,5.1711194,5.051131287,5.142797324
ENSMUSG00000028484,8.675360478,8.775087745,8.879783913,9.070563202,8.95126914,8.919741607,8.909078522,8.916368515,8.842154294,8.604430206,8.783398008,8.961550733,9.028293376,8.796331567,8.999194827,8.875904712,8.464582378,8.711156882,8.532232866,8.59552782,8.533207708,8.628785466,8.485565799,8.320095898,8.387091173,8.270396503,8.942069322,8.812365071
ENSMUSG00000028488,7.921866282,8.240096082,8.008028002,8.358070096,7.920494386,8.540909587,8.333963807,8.554130014,8.408848281,8.202059119,8.172573444,8.559083329,8.489943229,8.298747125,8.578678529,8.201246996,8.151046587,8.116681267,8.515517892,8.607867411,7.983901135,8.18944206,8.197971122,8.281363504,7.843343881,8.440924764,8.298275791,8.403900226
ENSMUSG00000028495,5.126336795,5.182281446,4.688391718,4.808685265,4.418981179,4.709754207,4.866095351,4.191346786,5.019869659,6.342311506,6.266880603,5.560599562,4.477119188,4.806385231,4.682083749,4.728919694,6.10219042,5.961002516,5.968918928,5.948311415,5.486514473,5.431048615,5.983065459,6.447041534,6.108947647,5.791831926,5.4624457,5.472645082
ENSMUSG00000028496,5.927791116,6.24171436,6.57529794,5.797544708,6.111657497,6.141981467,6.227803348,5.796629271,5.984420823,6.584445832,6.047478224,5.845690888,6.274626324,6.009014398,6.292468846,6.39469424,6.473284572,6.074213126,6.005291318,6.084049454,5.898837587,6.026503489,6.474453844,6.025508323,5.946064881,5.998282804,6.252118345,6.559488342
ENSMUSG00000028514,5.467373713,5.496096896,5.47929612,5.606496415,5.182540983,5.485713933,5.338163796,5.294969417,5.410184729,5.406760214,5.630115672,5.407248785,5.26802359,5.905920905,5.766148013,5.806922206,5.507577749,5.300488982,5.560007532,4.941827381,5.301596757,5.512925622,5.278263188,5.591246257,5.58185164,5.791831926,5.689623184,5.194791961
ENSMUSG00000028517,8.323483265,7.723902813,8.510393416,8.202059221,8.656274529,8.125409166,7.972594973,8.138595119,7.798935536,8.387371229,8.274344122,8.135423616,7.810452047,8.157780235,7.772937179,7.990840479,8.199801217,8.239088437,7.852290165,7.839155034,8.520020276,8.265231284,8.332605785,7.671654341,8.165580541,8.113760021,8.256962317,8.062863308
ENSMUSG00000028518,5.257581329,5.452041715,5.531290757,5.126167455,5.296497172,5.796054053,5.727815976,5.875162674,5.646252087,5.37847117,5.24880903,5.654466485,5.51106652,5.42901815,5.323629778,5.719986569,5.343691664,4.990148861,5.387022731,5.631227292,4.77108204,5.552185052,5.208441739,5.187890563,4.940305611,5.729992672,5.41700273,5.142797324
ENSMUSG00000028519,7.589510816,7.32039771,7.795920183,7.544540667,7.264179452,7.047406654,7.224781996,7.291393963,6.805044346,7.451578718,7.531410805,7.045160165,7.203742838,7.332931046,7.250926584,7.199641326,7.210250166,7.430215155,7.089581463,7.289518572,7.623524852,7.162739267,7.269718079,7.123654452,7.364690283,6.993904363,7.437060382,7.296453936
ENSMUSG00000028521,4.342828615,4.815853891,4.733479608,4.212582207,4.875359474,4.301289361,4.769880036,4.418117648,4.483116251,4.7426275,4.861785907,4.33820714,4.114549109,4.443815152,4.067974902,4.27171274,5.183226992,4.990148861,4.721758602,4.522450946,4.45359985,3.759281286,4.698969438,5.29547045,4.482315967,5.346206107,4.381955783,4.396980812
ENSMUSG00000028522,6.186878337,6.400816392,6.599855044,6.237528564,6.26884083,6.371678689,6.419693681,6.330244892,6.327722568,6.64507219,6.359615816,6.181481637,6.207198397,6.360486769,5.937080835,6.513191003,5.995768361,6.145034463,6.216523294,6.175317511,6.206019097,6.257829035,6.283931938,6.046192478,5.922888558,6.283012281,6.411220377,6.380237548
ENSMUSG00000028524,7.667119847,8.03886696,7.893506148,7.933522377,7.989895905,7.707281721,7.335365162,7.987697116,7.714912083,7.543626927,7.618433867,7.818066641,7.652124107,8.074658014,7.864776046,8.041914664,7.844915284,7.729996964,7.973515942,7.588280682,7.667246229,7.91985632,7.600191283,7.71751003,7.754240682,7.928876796,7.90036709,7.786123987
ENSMUSG00000028525,6.225872469,6.533571601,6.376447712,6.791942001,6.600046738,6.907946933,6.959931737,6.7505001,6.63257715,6.014880436,6.242734516,6.37314093,6.581988306,6.563814928,6.187974678,7.316847653,6.259952783,6.195958399,6.681116617,6.586203367,6.470151027,6.712394899,6.551673347,6.375290531,7.085656997,6.745702755,6.456842994,6.446075361
ENSMUSG00000028527,5.23227024,5.753697415,5.67689608,6.024722192,5.838206475,5.987535198,6.419693681,5.836430279,5.984420823,5.37847117,5.174170229,5.845690888,6.136463885,6.086493151,6.389902997,6.360613245,5.835303689,5.680193408,6.086755419,6.060300851,5.865860265,5.512925622,5.300805757,6.116337302,5.051336924,6.16334205,5.689623184,5.996664818
ENSMUSG00000028528,7.015717623,7.301901366,7.090490162,6.900059618,6.893583232,7.362279991,7.335365162,7.59965394,7.480574056,7.301460269,7.125480736,7.450416644,7.316822888,7.25955786,7.548662081,7.310910628,6.823684606,7.387039014,7.244686824,7.253320023,6.974263857,7.077850369,7.150665407,7.19485451,6.94318812,7.135786327,6.962971099,7.33171504
ENSMUSG00000028530,7.442758414,7.403710465,7.428788218,7.469312036,7.074865466,7.620591987,7.623852747,7.528541638,7.43403147,7.593703799,7.58040346,7.526868704,7.662230594,7.607182438,7.898279904,7.605815549,7.490533053,7.437287204,7.412074103,7.489486183,7.472891189,7.358156094,7.525592693,7.288976688,7.394481504,7.300845574,7.519996723,7.581627319
ENSMUSG00000028532,4.08451662,3.570097477,2.959039308,3.541204954,3.240643938,2.912247071,2.97079273,2.884685448,3.61877135,3.475147189,3.780256022,1.8357068,2.892156688,2.288536927,3.20815256,3.880922787,4.265689152,3.284892127,3.046598292,2.902299017,3.716634256,3.287212842,3.044466004,3.639686612,4.124268446,3.5861569,2.538681286,3.018469189
ENSMUSG00000028538,4.887824709,4.222174174,4.777200985,4.071719671,5.221535115,4.894969079,4.209579589,4.786505054,4.562187822,4.448180141,4.186881281,4.855606357,5.158050748,4.50153065,4.475632871,4.366349614,4.354498419,4.783697984,4.467441413,4.623144946,4.840622973,4.599803072,3.962003843,4.541122777,4.603877947,4.740485046,4.826257876,4.64139954
ENSMUSG00000028540,3.270072273,3.798366465,3.354967985,2.873780293,3.385033847,3.729383014,4.159826554,3.494738929,3.088256634,3.578240682,2.997847457,3.875235164,3.991692361,3.221422731,3.311246053,3.815334446,3.842998081,3.890613188,3.873761695,3.00539251,3.385428348,3.542469897,3.57498072,2.865962468,3.018915446,3.5861569,3.30919944,4.396980812
ENSMUSG00000028541,5.911937165,5.972195921,6.145740022,5.985989797,6.250104267,6.051311108,6.309930115,6.357857123,6.372288121,5.708944374,5.837807044,6.133387348,5.91769178,5.884387743,5.633174148,5.996400005,5.756014779,6.228935721,6.287158836,6.250699323,6.206019097,6.107803591,6.01067769,5.972462089,6.088263493,6.353059778,5.885846673,6.02566469
ENSMUSG00000028545,5.55164263,5.127314987,5.397612322,5.015136143,4.484569521,4.709754207,4.896792148,5.144552574,4.63714988,4.949078377,5.387414268,5.005631801,5.418702502,4.661995322,5.167510576,4.57889425,5.13389928,5.331185779,4.321220672,4.967590477,4.874175533,5.472567884,5.109757464,4.598266685,4.603877947,4.562697927,5.321583165,4.91377181
ENSMUSG00000028546,7.877657682,7.541476799,7.806508818,7.537861511,7.363403831,7.651786609,7.474141465,7.312714967,7.225152835,8.007972066,7.735534218,7.70744095,7.944854111,7.402752495,7.856277082,7.430728843,7.307999957,7.9237215,7.229393094,7.167002243,7.510716821,7.588045102,7.849911336,7.736724898,7.17664515,7.213161171,7.66310674,7.521817924
ENSMUSG00000028549,3.966680129,3.798366465,3.234673751,3.915600469,3.636572614,3.474125958,3.28113285,3.391645436,3.61877135,3.764653806,4.13535098,3.619978109,2.40672986,3.873499427,3.311246053,3.518352708,4.219146567,3.405186361,3.925291996,3.702000366,2.954793993,4.114376245,3.647130506,3.93413397,3.857164376,3.989512594,4.065928289,3.660015218
ENSMUSG00000028550,4.244981292,4.744595208,3.996514014,4.808685265,4.720636879,4.859779651,4.802669971,4.826582493,5.074836118,4.448180141,4.861785907,5.173576438,4.839689268,4.661995322,4.561789515,4.655856232,4.592189977,4.783697984,4.886817848,4.992901566,4.159152492,4.90287214,4.629428504,5.071637494,4.940305611,5.201816198,4.600965565,4.817556495
ENSMUSG00000028552,7.136605131,6.928654494,7.31473814,7.329349272,7.197287569,7.459508862,7.19421528,7.319752518,7.111446261,7.271006472,7.151652793,7.369685372,7.367118005,7.072279291,6.770677672,7.212436931,7.296837851,7.1749581,7.008281361,7.194535427,7.004879225,7.525309346,7.426569613,6.903288003,7.037916408,7.103635804,7.448397926,7.241891739
ENSMUSG00000028556,5.445514279,5.824518753,5.67689608,5.386230294,5.500511065,5.508614335,5.675664694,5.266114554,5.66428601,5.488444012,5.122175592,5.323993281,5.576654862,5.398960916,5.273444021,6.11016888,5.583029978,5.237063602,5.458724196,5.478328393,5.301596757,5.344243787,5.208441739,5.591246257,5.340843541,5.502325309,5.86907096,5.514164351
ENSMUSG00000028557,8.293205238,8.318865373,8.660938506,8.439162425,8.180068498,8.66840623,8.51305078,8.668803661,8.381856005,8.189901504,8.332701726,8.571168803,8.553765146,8.342832904,8.619428141,8.432096975,8.068128584,8.442568583,8.457630831,8.387010044,8.493278175,8.106155738,8.425287788,8.207535092,8.240136373,8.215043357,8.386383495,8.367551335
ENSMUSG00000028559,5.377875562,5.580365812,5.397612322,5.527784439,5.367755856,5.288113973,5.269451045,4.940538682,5.322053818,5.488444012,5.648612016,5.173576438,5.26802359,5.238496244,4.992423869,4.928228502,5.082825095,4.990148861,4.912580944,4.941827381,5.276722088,4.872175343,5.083994368,5.29547045,5.193689847,5.426376456,5.39373295,5.003969619
ENSMUSG00000028560,5.377875562,5.040727302,5.505527661,5.472817979,5.101240881,5.288113973,5.068403526,5.206613543,5.299153416,4.828784144,5.296505772,5.26569464,4.975572696,5.336899948,5.194732045,4.988982533,4.974909756,5.204273667,4.778902509,4.992901566,5.08944352,4.840811172,4.732521997,4.854280663,5.007944328,4.971810592,4.718004986,5.340397284
ENSMUSG00000028563,4.887824709,4.669633151,4.900936354,4.143869457,4.969996348,4.352819662,4.769880036,4.614037858,4.809102562,5.129650623,4.503738386,5.04082123,4.909230201,4.557025763,5.139765585,4.728919694,4.66344866,4.738610094,4.432251985,4.487261518,4.939026677,4.599803072,4.439325621,4.419560798,5.093462399,4.609240513,4.600965565,4.974525841
ENSMUSG00000028565,7.832051455,7.192358519,7.584555907,7.469312036,7.696619998,7.52835827,7.078480599,7.140583672,7.150352755,7.887677833,7.585212448,7.456944687,7.468506058,7.316945342,7.522043336,7.199641326,7.725120771,7.888034644,7.438915715,7.155840137,7.578436962,7.727479226,8.015796661,7.429435546,7.793103504,7.547839968,7.431358023,7.475275338
ENSMUSG00000028567,4.026801122,3.995403312,3.465999297,3.995770818,3.240643938,4.19235499,4.393025731,3.681152054,3.759633886,3.764653806,3.845844363,4.280491642,3.35782026,3.221422731,3.738667277,4.061495033,4.310777042,3.890613188,3.975045031,4.590355011,3.923085134,3.618418751,4.311946314,4.061513277,4.241307867,4.359881044,4.065928289,3.584066364
ENSMUSG00000028568,4.715872026,4.222174174,4.641849132,4.401027296,4.350268429,4.823710396,4.593723081,4.418117648,4.600155672,4.146524442,4.893150078,4.894600489,4.874878696,4.50153065,4.234624772,4.27171274,4.310777042,4.783697984,4.321220672,4.255935972,4.660050728,4.310296455,4.765311932,4.286805589,4.383912263,4.304385931,4.680037136,4.784003935
ENSMUSG00000028571,3.966680129,3.195701962,2.959039308,3.541204954,3.747603926,0.841857743,0.648864635,2.337197652,2.420831973,1.527614609,2.260881863,2.75324464,2.747766778,1.63646023,1.912696677,3.43346381,2.932265419,2.668220767,2.484719405,2.670973471,2.82354946,1.502941533,1.99001822,2.769747153,3.103804344,2.538851185,2.843535868,2.766930422
ENSMUSG00000028572,7.491576061,6.991561245,6.739017791,6.868466494,6.893583232,6.828268678,7.002893573,6.760879246,6.821209165,6.759178676,6.715935041,6.715630348,6.963363638,6.95322662,6.972901311,7.014778534,6.676426514,6.721332103,6.627677358,6.048278323,6.702695065,6.659446019,6.677595787,6.863050872,6.362538612,6.568598528,6.847823226,6.948260186
ENSMUSG00000028573,4.08451662,4.168734915,4.325821639,3.830711572,4.20216979,4.011782744,4.209579589,3.391645436,4.005794473,4.334969531,3.845844363,4.22037065,4.565928455,3.873499427,3.879529813,3.815334446,4.016329684,3.970783537,3.584255078,2.234874356,4.159152492,4.114376245,4.070938215,3.794409207,3.529110178,3.5861569,4.123643787,4.351892922
ENSMUSG00000028576,6.451010267,5.807136674,6.111991231,5.554501777,6.090748507,5.90363394,5.826782427,6.087969046,5.682097286,6.342311506,5.900885727,5.978664754,5.999685152,5.927137391,5.819587272,6.040121382,5.545797072,5.772557426,5.699732295,4.941827381,5.832111474,5.784227644,5.773394279,5.860133389,5.654001426,6.194203014,5.918823995,6.109322619
ENSMUSG00000028577,6.212991178,5.65998298,5.809143878,5.386230294,5.332566427,5.758334387,5.727815976,5.94964089,5.590756974,5.81829177,5.771843782,5.631566083,5.830756143,5.86252831,5.920870608,5.646457534,5.953745146,5.921201508,6.005291318,4.833912042,5.419916724,5.91044536,5.789424388,5.67331739,5.813725115,5.620645276,5.611089782,5.758317291
ENSMUSG00000028578,3.456485397,3.298795455,2.61800239,2.693208048,3.240643938,3.27481715,3.28113285,3.8462113,4.005794473,2.9681872,2.74630869,3.058099221,3.544233384,3.352667264,3.407461369,2.781387114,2.932265419,2.461769889,2.736258172,2.670973471,3.289213032,2.239907127,3.243774812,2.66665366,3.589231171,3.676354709,3.095074635,3.929201851
ENSMUSG00000028580,7.209752803,7.192358519,7.26185858,7.13061336,7.363403831,7.093576835,7.0650288,7.340661508,7.200647871,7.064555595,7.24577497,7.169607536,6.88785655,6.994012235,6.996296878,7.16714682,7.059898698,6.975649292,7.139525894,7.033107888,6.902907252,7.175366875,7.119301236,7.028110119,6.88441441,6.84627971,6.906545665,6.894249252
ENSMUSG00000028581,5.488906875,4.669633151,4.939930485,4.852406643,4.923453762,4.823710396,4.896792148,5.112491365,5.127784998,5.259418498,5.148407133,4.855606357,5.370203984,5.057923998,4.82830449,5.075570218,4.517227919,4.692067508,4.535345478,4.888878501,5.225647904,5.227834295,5.184396265,4.877550442,4.844886046,4.89874713,5.021074053,4.564437558
ENSMUSG00000028582,4.193450991,4.9486091,4.068663799,4.143869457,4.484569521,4.301289361,3.881525392,4.469647948,4.061289586,4.334969531,4.284728605,3.951184017,3.785241484,3.58399281,3.879529813,4.116990145,4.628259232,3.619311166,3.975045031,4.255935972,3.385428348,4.005441874,4.47940306,4.178552698,3.589231171,4.359881044,3.943071541,4.396980812
ENSMUSG00000028583,3.541374295,2.964376416,3.234673751,3.430173642,3.850697419,4.134639492,3.28113285,2.337197652,2.240259727,4.602902736,3.908580119,2.366221516,3.544233384,3.783301618,3.20815256,3.343266001,3.842998081,3.619311166,3.518666736,2.234874356,4.313875087,4.165906546,4.398102958,3.526476002,3.75588104,3.386848092,4.123643787,3.503896016
ENSMUSG00000028601,4.140011732,4.549338917,4.977898336,4.936064572,4.923453762,4.995663079,4.593723081,4.940538682,4.991580614,4.392685029,4.284728605,4.932568339,3.785241484,5.057923998,3.738667277,4.692850439,4.592189977,4.376040015,5.441130136,4.941827381,4.970390848,3.759281286,3.904288346,5.443147618,3.75588104,5.13975523,4.333861494,4.351892922
